, Гарантия от продавца , Тип , Модель , Год релиза , Цвет задней панели , Цвет передней панели , Цвет граней ," Цвет, заявленный производителем ", Поддержка сетей 2G , Поддержка сетей 3G , Поддержка сетей 4G (LTE) , Диапазоны частот LTE , Поддержка сетей 5G , Диапазоны частот 5G , Формат SIM-карт , Количество физических SIM-карт , Поддержка eSIM , Диагональ экрана (дюйм) , Разрешение экрана , Плотность пикселей , Технология изготовления экрана , Количество цветов экрана , Конструктивные особенности экрана , Материал корпуса , Защищенность , Вид защитного покрытия , Степень защиты IP , Операционная система , Версия ОС , Производитель процессора , Модель процессора , Количество ядер , Частота работы процессора , Техпроцесс , Графический ускоритель , Объем встроенной памяти , Слот для карты памяти , Датчики , Количество основных (тыловых) камер , Количество мегапикселей основной камеры , Модель сенсора основной камеры , Апертура основной камеры , Автофокусировка основной камеры , Оптическая стабилизация , Зум (фото) , Рейтинг DxOMark (основная камера) , Особенности и технологии тыловой оптики , Режимы и функции фотосъемки , Формат видеосъемки , Разрешение видео и частота кадров , Замедленная видеосъемка , Зум (видео) , Форматы воспроизведения видео , Особенности и функции видеосъемки , Двойная фронтальная камера , Количество мегапикселей фронтальной камеры , Модель сенсора фронтальной камеры , Апертура фронтальной камеры , Автофокусировка , Разрешение видеосъемки , Рейтинг DxOMark (селфи-камера) , Особенности и технологии фронтальной оптики , Режимы и функции съемки , Стереодинамики , Форматы аудиофайлов , Версия Bluetooth , Стандарт Wi-Fi , NFC , Системы навигации , ИК-порт , Интерфейс , Разъем для наушников , Наушники в комплекте , Зарядное устройство в комплекте , Комплектация , Биометрическая защита ," Особенности, дополнительно ", Тип аккумулятора , Съемный аккумулятор , Поддержка быстрой зарядки , Поддержка беспроводной зарядки , Время работы при прослушивании музыки , Время работы при воспроизведении видео , Ширина , Высота , Толщина , Вес , Гарантия от производителя , Код производителя , Поддержка 4G LTE-Advanced , Режим работы нескольких SIM-карт , Соотношение сторон , Частота обновления экрана , Поддержка Google Mobile Services , Конфигурация процессора , Объем оперативной памяти , Типы поддерживаемых карт памяти , Максимальный объем карты памяти , FM радио , Тип вспышки , Встроенная вспышка , Отдельный ЦАП , Прочие технологии передачи данных , Поддержка OTG , LED-индикатор уведомлений , Емкость аккумулятора , Выходная мощность ЗУ , Страна-производитель , Напряжение питания ЗУ , Время работы в режиме разговора , Разрешение снимков , Время работы в режиме ожидания , Поддержка кодеков Bluetooth , Поддержка VoLTE , Поддержка MHL , Категории скорости LTE-Advanced , Особенности конструкции , Интерполированное разрешение основной камеры , Гарантия АСЦ , Интерполированное разрешение фронтальной камеры 
212,,смартфон,realmeNARZO50A,2022,зеленый,черный,зеленый,зеленый,"GSM900,GSM1800,GSM1900,GSM850","WCDMA2100,WCDMA900,WCDMA850,WCDMA1900",есть,"LTE2600(B7),LTE2300(B40),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE850(B5)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.5""",1600x720,269ppi,IPS,16.7млн,,пластик,,,,Android,Android11,MediaTek,MediaTekHelioG85,8,2ГГц,12нм,Mali-G52MC2,128ГБ,есть(отдельныйслот),Перечисление,3,50+2+2Мп,"GalaxyCoreGC02M1,SamsungISOCELLJN1,OmnivisionOV02B10","2.4,1.8",есть,нет,10-кратныйцифровойзум,,фазовыйавтофокус,Перечисление,FullHD,"1920x1080(60кадр./сек.),1280x720(60кадр./сек.)",1280x720(120кадр./сек.),,"AVI,FLV,MKV,MP4,3GP,WMV,ASF,WEBM",,нет,8Мп,OmniVisionOV8856,2,нет,"1920x1080(30кадр./сек.),1280x720(30кадр./сек.)",,5-элементнаялинза,Перечисление,нет,"MP3,AAC,OGG,WAV,WMA,AMR,FLAC,MID,APE,MKA",5.0,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou",нет,USBType-C,MiniJack3.5мм,,есть,"документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C","распознаваниелица,сканеротпечатковпальцев(сзадикорпуса)","реверсивнаязарядка,оболочкаRealmeUI",,,,нет,119ч,20ч,75.9мм,164.5мм,9.6мм,207г,12мес.,[5998327],,,20:9,60Гц,,"2xCortex-A752ГГц,6xCortex-A551.7ГГц",4Гб,microSD,256ГБ,,светодиодная,нет,,,есть,,6000мА*ч,18Вт,Китай,,46ч,3264x2448,,,,,,,,,
213,12мес.,смартфон,HonorX7,2022,черный,черный,черный,полночныйчерный,"GSM900,GSM1800,GSM1900,GSM850","WCDMA2100,WCDMA900,WCDMA850,WCDMA1900",есть,"LTE2600(B7),LTE2300(B40),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE850(B5)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.74""",1600x720,260ppi,IPS,16.7млн,,пластик,,,нет,Android,,Qualcomm,Snapdragon680,8,2.4ГГц,6нм,Adreno610,128ГБ,есть(универсальныйслотSIM+SIM/SIM+картапамяти),Перечисление,4,48+5+2+2Мп,,"2.2,2.4,1.8",есть,нет,8-кратныйцифровойзум,,,Перечисление,FullHD,1920x1080(30кадр./сек.),,,"MKV,MP4,3GP,WEBM",,нет,8Мп,,2,нет,1920x1080(30кадр./сек.),,,Перечисление,,"MP3,M4A,AAC,OGG,WAV,AMR,AWB,FLAC,MID",5.1,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo",,USBType-C,MiniJack3.5мм,,есть,"документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C","распознаваниелица,сканеротпечатковпальцев(сбокукорпуса)","оболочкаMagicUI,ЗУвкомплектеможетиметьнестандартнуювилку",Li-polymer,,HUAWEISuperCharge22.5Вт,нет,,20ч,77.19мм,167.5мм,8.6мм,198г,,,,,20:9,90Гц,,"4xKryo265(Cortex-A53)1.9ГГц,4xKryo265(Cortex-A73)2.4ГГц",4Гб,microSD,512ГБ,,светодиодная,нет,,"Wi-FiDirect,Wi-FiHotspot",есть,,5000мА*ч,22.5Вт,,,,3264x2448,,,,,,,,,
214,,смартфон,realme10Pro5G,2023,черный,черный,черный,черный,"GSM900,GSM1800,GSM1900,GSM850","WCDMA2100,WCDMA900,WCDMA850,WCDMA1900",есть,"LTE1900(B39),LTE2600(B7),LTE2300(B40),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE1900(B2),LTE850(B5),LTE800(B19),LTE2000(B34),LTE1700(B4)",есть,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.72""",2400x1080,392ppi,IPS,16млн,безрамочный,пластик,,,нет,Android,Android13,Qualcomm,Snapdragon695,8,"1.7ГГц,2.2ГГц",6нм,Adreno619,128ГБ,есть(универсальныйслотSIM+SIM/SIM+картапамяти),Перечисление,2,108+2Мп,SamsungISOCELLHM6,2.4,есть,нет,,,"6-элементнаялинза,3-элементнаялинза,уголобзора83.6°",Перечисление,FullHD,1920x1080(30кадр./сек.),,,,,нет,16Мп,,2.45,нет,1920x1080(30кадр./сек.),,"5-элементнаялинза,уголобзора82.3°",Перечисление,есть,"MP3,AAC,OGG,WAV,WMA,AMR,FLAC,MID,APE,MKA",5.1,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo",нет,USBType-C,MiniJack3.5мм,,есть,"документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C,защитныйчехол","распознаваниелица,сканеротпечатковпальцев(сбокукорпуса)",Перечисление,Li-polymer,нет,SuperVOOC33Вт,нет,48ч,,74.2мм,163.7мм,8.1мм,190г,12мес.,[6052037],,режиможидания,20:9,120Гц,,"2xKryo660(Cortex-A78)2.2ГГц,6xKryo660(Cortex-A55)1.7ГГц",8Гб,microSD,1024ГБ,,светодиодная,нет,,,есть,,5000мА*ч,33Вт,Китай,110-220В/50-60Гц,34ч,,639ч,,,,,,,,
215,,смартфон,XiaomiRedmiNote11Pro5G,2022,черный,черный,черный,серый,"GSM900,GSM1800,GSM1900,GSM850","WCDMA2100,WCDMA900,WCDMA850,WCDMA1900",есть,"LTE2300(B40),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE1900(B2),LTE850(B5),LTE700(B17),LTE700(B13),LTE800(B26),LTE1700/2100(B66),LTE1700(B4),LTE1500(B32)",есть,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.67""",2400x1080,395ppi,AMOLED,16млн,безрамочный,стекло,защитноепокрытиеэкранаотцарапин,CorningGorillaGlass5,IP53,Android,Android11,Qualcomm,Snapdragon695,8,"1.7ГГц,2.2ГГц",6нм,Adreno619,128ГБ,есть(универсальныйслотSIM+SIM/SIM+картапамяти),Перечисление,3,108+8+2Мп,"SamsungHM2,GalaxyCoreGC02M1,SonyIMX355","2.2,2.4,1.9",есть,нет,,,,Перечисление,"HD,FullHD","1920x1080(30кадр./сек.),1280x720(30кадр./сек.)",,,,,нет,16Мп,OmniVisionOV16A1Q,2.4,есть,"1920x1080(30кадр./сек.),1280x720(30кадр./сек.)",,,,есть,,5.1,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo",есть,USBType-C,MiniJack3.5мм,нет,есть,"чехол,документация,зарядноеустройство,защитнаяпленка(наклеенанаэкран)","распознаваниелица,сканеротпечатковпальцев(сбокукорпуса)",Перечисление,Li-polymer,нет,TurboCharging67W,нет,,,76.1мм,164.2мм,8.1мм,202г,12мес.,[MZB0AUPRU],,,20:9,120Гц,есть,"2xKryo660(Cortex-A78)2.2ГГц,6xKryo660(Cortex-A55)1.7ГГц",8Гб,Перечисление,1024ГБ,нет,светодиодная,нет,,"Wi-FiDirect,Wi-FiHotspot,Wi-FiDisplay",есть,,5000мА*ч,67Вт,,,,4608x3456,,,,,,,,,
216,12мес.,смартфон,AppleiPhone14Plus,2022,голубой,черный,голубой,голубой,"GSM900,GSM1800,GSM1900,GSM850","UMTS2100,UMTS1900,UMTS900,UMTS850",есть,"LTE1900(B39),LTE2600(B7),LTE2300(B40),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE1900(B2),LTE850(B5),LTE700(B17),LTE700(B13),LTE2300(B30),LTE800(B19),LTE800(B29),LTE800(B18),LTE800(B26),LTE1900(B25),LTE1700/2100(B66),LTE2000(B34),LTE1700(B4),LTE1500(B32),LTE3500(B42)",есть,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.7""",2778×1284,458ppi,OLED,,безрамочный,металл,Перечисление,CeramicShield,IP68,iOS,iOS16,Apple,AppleA15Bionic,6,"1.8ГГц,3.2ГГц",5нм,AppleGPU,256ГБ,нет,Перечисление,2,12+12Мп,SonyIMX703,"2.4,1.5",есть,есть,"5-кратныйцифровойзум,2-кратныйоптическийзум",,Перечисление,Перечисление,"HD,FullHD,UltraHD4K","1920x1080(30кадр./сек.),1280x720(30кадр./сек.),3840x2160(30кадр./сек.),3840x2160(60кадр./сек.),1920x1080(60кадр./сек.),3840x2160(24кадр./сек.),3840x2160(25кадр./сек.)","1920x1080(240кадр./сек.),1920x1080(120кадр./сек.)","3-кратныйцифровойзум,2-кратныйоптическийзум","H.264,HEVC",Перечисление,нет,12Мп,,1.9,есть,"1920x1080(30кадр./сек.),1920x1080(60кадр./сек.),3840×2160(30кадр./сек.),3840×2160(60кадр./сек.),1920x1080(120кадр./сек.)",,,Перечисление,есть,"MP3,AAC,FLAC,AppleLossless",5.3,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",нет,Lightning8-pin,Lightning8-pin,нет,нет,"документация,кабельLightning",распознаваниелица,Перечисление,Li-Ion,,,есть,100ч,26ч,78.1мм,160.8мм,7.8мм,203г,,,,,,60Гц,,"2xAvalanche3.24ГГц,4xBlizzard2.01ГГц",,,,,светодиодная,,,,,,,,,нетЗУвкомплекте,,,,,,,,,,,
217,12мес.,смартфон,AppleiPhone14Pro,2022,фиолетовый,черный,фиолетовый,фиолетовый,"GSM900,GSM1800,GSM1900,GSM850","UMTS2100,UMTS1900,UMTS900,UMTS850",есть,"LTE1900(B39),LTE2600(B7),LTE2300(B40),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE1900(B2),LTE850(B5),LTE700(B17),LTE700(B13),LTE2300(B30),LTE800(B19),LTE800(B29),LTE800(B18),LTE800(B26),LTE1900(B25),LTE1700/2100(B66),LTE2000(B34),LTE1700(B4),LTE1500(B32),LTE3500(B42)",есть,,,нет,есть,"6.1""",2556х1179,460ppi,OLED,,безрамочный,Перечисление,Перечисление,CeramicShield,IP68,iOS,iOS16,Apple,AppleA16Bionic,6,,4нм,AppleGPU,1000ГБ,нет,Перечисление,3,48+12+12Мп,"SonyIMX713,SonyIMX590,SonyIMX803,SonyIMX633","2.2,2.8,1.78",есть,есть,"3-кратныйоптическийзум,2-кратныйоптическийзум,15-кратныйцифровойзум",146,Перечисление,Перечисление,"HD,FullHD,UltraHD4K","1920x1080(30кадр./сек.),1280x720(30кадр./сек.),3840x2160(30кадр./сек.),3840x2160(60кадр./сек.),1920x1080(60кадр./сек.),3840x2160(24кадр./сек.),3840x2160(25кадр./сек.)","1920x1080(240кадр./сек.),1920x1080(120кадр./сек.)","2-кратныйоптическийзум,3-кратныйоптическийзум,9-кратныйцифровойзум,6-кратныйоптическийзум","H.264,HEVC",Перечисление,нет,12Мп,SonyIMX714,1.9,есть,"1920x1080(30кадр./сек.),1920x1080(60кадр./сек.),3840×2160(30кадр./сек.),3840×2160(60кадр./сек.),1920x1080(120кадр./сек.)",145,,Перечисление,есть,"MP3,AAC,FLAC,AppleLossless",5.3,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",нет,Lightning8-pin,Lightning8-pin,нет,нет,"документация,кабельLightning",распознаваниелица,Перечисление,Li-Ion,,,есть,75ч,23ч,71.5мм,147.5мм,7.85мм,206г,,,,,,120Гц,,,,,,,светодиодная,,,,,,,,,нетЗУвкомплекте,,,,,,,,,,,
218,,смартфон,XiaomiRedmi9A,2020,голубой,черный,голубой,голубой,"GSM900,GSM1800,GSM1900,GSM850","UMTS900,UMTS2100,UMTS850,UMTS1900",есть,,нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.53""",1600x720,268ppi,IPS,16млн,,пластик,,,нет,Android,Android10,MediaTek,MediaTekHelioG25,8,2ГГц,12нм,PowerVRGE8320,32ГБ,есть(отдельныйслот),Перечисление,1,13Мп,,,есть,нет,,,,,FullHD,1920x1080(30кадр./сек.),нет,,"MKV,MP4",,нет,5Мп,,,нет,1920x1080(30кадр./сек.),,,,,"MP3,AAC,AMR,FLAC,APE,PCM,AAC+,eAAC+",5.0,4(802.11n),нет,"ГЛОНАСС,GPS,A-GPS,BeiDou",нет,microUSB,MiniJack3.5мм,нет,есть,"документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,кабельmicroUSB",распознаваниелица,оболочкаMIUI,Li-polymer,нет,нет,нет,168ч,19ч,77.07мм,164.9мм,9мм,196г,12мес.,,,режиможидания,,60Гц,есть,"4xCortex-A532ГГц,4xCortex-A53",2Гб,microSD,,,светодиодная,нет,,Wi-FiDirect,есть,нет,5000мА*ч,10Вт,,100-240В/50-60Гц,,,,,есть,,,,,,
219,,смартфон,POCOM5,2022,зеленый,черный,зеленый,зеленый,"GSM900,GSM1800,GSM1900,GSM850","WCDMA2100,WCDMA900,WCDMA850,WCDMA1900",есть,"LTE2600(B7),LTE2300(B40),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE1900(B2),LTE850(B5),LTE1700(B4),LTE1500(B32)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.58""",2408х1080,400ppi,IPS,16.7млн,,пластик,"защитаотпылиивлаги,защитноепокрытиеэкранаотцарапин",CorningGorillaGlass3,IP52,Android,Android12,MediaTek,MediaTekHelioG99,8,"2ГГц,2.2ГГц",6нм,Mali-G57MC2,64ГБ,есть(отдельныйслот),Перечисление,3,50+2+2Мп,SamsungISOCELLJN1,"2.4,1.8",есть,нет,,,фазовыйавтофокус,,"HD,FullHD","1920x1080(30кадр./сек.),1280x720(30кадр./сек.)",,,"AVI,MKV,MP4,M4V,3GP,3G2,WMV,ASF,WEBM",,нет,5Мп,,2.2,нет,1920x1080(30кадр./сек.),,,,нет,,5.3,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo",есть,USBType-C,MiniJack3.5мм,нет,есть,"документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C,защитныйчехол","распознаваниелица,сканеротпечатковпальцев(сбокукорпуса)",оболочкаMIUI,Li-polymer,нет,,нет,,21ч,76.1мм,163.4мм,8.9мм,201г,12мес.,[MZB0C9URU],,режиможидания,20:9,90Гц,,"2xCortex-A762.6ГГц,6xCortex-A552.0ГГц",4Гб,Перечисление,1024ГБ,есть,светодиодная,нет,,"Wi-FiDirect,Wi-FiHotspot,Wi-FiDisplay",есть,,5000мА*ч,22.5Вт,,,42ч,,476ч,,,,,,,,
220,,смартфон,OukitelWP5Pro,2020,черный,черный,черный,черный,"GSM900,GSM1800,GSM1900,GSM850","WCDMA2100,WCDMA900",есть,"LTE2600(B7),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE850(B19)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,,"5.5""",1440x720,293ppi,IPS,,,Перечисление,"защитаотпылиивлаги,укрепленныйкорпус",CorningGorillaGlass5,Перечисление,Android,Android10,MediaTek,MediaTekHelioP22MT6762D,8,"1.5ГГц,2ГГц",12нм,PowerVRGE8320,64ГБ,есть(универсальныйслотSIM+SIM/SIM+картапамяти),Перечисление,3,13+2+2Мп,"GalaxyCoreGC0310,SonyIMX214",2.2,,,,,,,,,,,,,нет,5Мп,,,,,,,,нет,,5.0,4(802.11n),нет,"GPS,A-GPS",,USBType-C,,нет,есть,"документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,OTG-кабель,кабельUSBType-C","распознаваниелица,сканеротпечатковпальцев(сзадикорпуса)",,,нет,есть,нет,,,74.2мм,153.8мм,18.3мм,,12мес.,,,,,,есть,"4xCortex-A531.5ГГц,4xCortex-A532.0ГГц",4Гб,Перечисление,,,светодиодная,,,,есть,нет,8000мА*ч,10Вт,,,,,,,,,,,,,
221,,смартфон,realme10,2022,черный,черный,черный,черный,"GSM900,GSM1800,GSM1900,GSM850","WCDMA2100,WCDMA900,WCDMA850,WCDMA1900",есть,"LTE2600(B7),LTE2300(B40),LTE700(B12),LTE700(B28),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE1900(B2),LTE850(B5),LTE700(B17),LTE800(B26),LTE1700/2100(B66),LTE1700(B4)",нет,,Nano-SIM(12.3x8.8x0.67мм),2SIM,нет,"6.4""",2400x1080,411ppi,SuperAMOLED,16.7млн,безрамочный,пластик,защитноепокрытиеэкранаотцарапин,CorningGorillaGlass5,,Android,Android12,MediaTek,MediaTekHelioG99,8,"2ГГц,2.2ГГц",6нм,Mali-G57MC2,128ГБ,есть(отдельныйслот),Перечисление,2,50+2Мп,"SamsungISOCELLJN1,OmniVisionOV02B",,есть,,,,,Перечисление,,,1920x1080(120кадр./сек.),,,,нет,16Мп,OmniVisionOV16A1Q,,нет,,,,,,,5.3,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo",нет,USBType-C,MiniJack3.5мм,нет,есть,"документация,зарядноеустройство,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C","распознаваниелица,сканеротпечатковпальцев(сбокукорпуса)",оболочкаRealmeUI,,,DartCharge33Вт,,,,73.3мм,159.9мм,7.95мм,178.5г,12мес.,[6052249],,,,90Гц,,"6xCortex-A552ГГц,2xCortex-A762.2ГГц",4Гб,microSD,1024ГБ,,светодиодная,,,,есть,,5000мА*ч,33Вт,Китай,,,,624ч,"AptXHD,AptX,AAC,LDAC,SBC",,,,,,,
222,12мес.,смартфон,SamsungGalaxyS23Ultra,2023,бежевый,черный,бежевый,бежевый,"GSM900,GSM1800,GSM1900,GSM850","UMTS2100,UMTS900,UMTS850,UMTS1900",есть,,есть,,Nano-SIM(12.3x8.8x0.67мм),2SIM,есть,"6.8""",3088х1440,500ppi,DynamicAMOLED2X,1.07млрд,безрамочный,Перечисление,"защитаотпылиивлаги,защитноепокрытиеэкранаотцарапин",CorningGorillaGlassVictus2,IP68,Android,Android13,Qualcomm,Snapdragon8Gen2,8,3.2ГГц,4нм,Adreno740,512ГБ,нет,Перечисление,4,200+12+10+10Мп,,"2.2,2.4,1.7,4.9",есть,есть,"10-кратныйоптическийзум,100-кратныйцифровойзум",,Перечисление,Перечисление,"HD,FullHD,UltraHD4K,UltraHD8K","1280x720(30кадр./сек.),3840x2160(60кадр./сек.),1920x1080(60кадр./сек.),7680x4320(30кадр./сек.)","1920x1080(240кадр./сек.),1920x1080(960кадр./сек.),1280x720(960кадр./сек.)",,"AVI,FLV,MKV,MP4,M4V,3GP,3G2,WEBM",Перечисление,нет,12Мп,,2.2,есть,"1920x1080(30кадр./сек.),3840×2160(60кадр./сек.)",,фазовыйавтофокус,таймерселфи,есть,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA,DFF,DSF,APE",5.3,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo",нет,USBType-C,USBType-C,нет,нет,"документация,скрепкадляизвлеченияслотаSIM-карты,кабельUSBType-C","распознаваниелица,сканеротпечатковпальцев(вэкране)",Перечисление,Li-Ion,нет,Перечисление,есть,99ч,26ч,78.1мм,163.4мм,8.9мм,233г,,[SM-S918BZEHCAU],,режиможидания,19.5:9,120Гц,,"1xKryoPrime(Cortex-X3)3.2ГГц,2xKryoGold(Cortex-A715)2.8ГГц,3xKryoSilver(Cortex-A510)2.0ГГц,2xKryoGold(Cortex-A710)2.8ГГц",12Гб,,,нет,светодиодная,нет,,,есть,,5000мА*ч,45Вт,,нетЗУвкомплекте,49ч,,,AptX,,нет,,,,,
223,12мес.,смартфон,AppleiPhone14ProMax,2022,золотистый,черный,золотистый,золотистый,"GSM900,GSM1800,GSM1900,GSM850","UMTS2100,UMTS1900,UMTS900,UMTS850",есть,"LTE1900(B39),LTE2600(B7),LTE2300(B40),LTE700(B12),LTE700(B28),LTE800(B20),LTE2100(B1),LTE900(B8),LTE1800(B3),LTE2600(B38),LTE2500(B41),LTE1900(B2),LTE850(B5),LTE700(B17),LTE700(B13),LTE2300(B30),LTE800(B19),LTE800(B29),LTE800(B18),LTE800(B26),LTE1900(B25),LTE1700/2100(B66),LTE2000(B34),LTE1700(B4),LTE1500(B32),LTE3500(B42)",есть,,Nano-SIM(12.3x8.8x0.67мм),1SIM,есть,"6.7""",2796х1290,460ppi,OLED,,безрамочный,Перечисление,Перечисление,CeramicShield,IP68,iOS,iOS16,Apple,AppleA16Bionic,6,,4нм,AppleGPU,256ГБ,нет,Перечисление,3,48+12+12Мп,"SonyIMX713,SonyIMX590,SonyIMX803,SonyIMX633","2.2,1.78,2.8",есть,есть,"3-кратныйоптическийзум,2-кратныйоптическийзум,15-кратныйцифровойзум",146,Перечисление,Перечисление,"HD,FullHD,UltraHD4K","1920x1080(30кадр./сек.),1280x720(30кадр./сек.),3840x2160(30кадр./сек.),3840x2160(60кадр./сек.),1920x1080(60кадр./сек.),3840x2160(24кадр./сек.),3840x2160(25кадр./сек.)","1920x1080(240кадр./сек.),1920x1080(120кадр./сек.)","2-кратныйоптическийзум,3-кратныйоптическийзум,9-кратныйцифровойзум,6-кратныйоптическийзум","H.264,HEVC",Перечисление,нет,12Мп,SonyIMX714,1.9,есть,"1920x1080(30кадр./сек.),1920x1080(60кадр./сек.),3840×2160(30кадр./сек.),3840×2160(60кадр./сек.),1920x1080(120кадр./сек.)",,,Перечисление,есть,"MP3,AAC,FLAC,AppleLossless",5.3,Перечисление,есть,"ГЛОНАСС,GPS,A-GPS,BeiDou,Galileo,QZSS",нет,Lightning8-pin,Lightning8-pin,нет,нет,"документация,кабельLightning",распознаваниелица,Перечисление,Li-Ion,,,есть,95ч,29ч,77.6мм,160.7мм,7.85мм,240г,,[MQ9D3J/A],,,,120Гц,,,,,,,светодиодная,,,,,,,,,нетЗУвкомплекте,,,,,,,,,,,
